Name,A/L_Subjects,Your_choise,Parent_Income,District,City,Degree_University,University_City
duraisreekanth,Science,Computing,180000,Gampaha,Kiribathgoda,Software Engineering - Sri Lanka Institute of Information Technology(SLIIT),
gn.ajay,Maths,Architecture,220000,Galle,Galle,Architects - General Sir John Kotelawala Defence University,
HawK1729,Maths,Computing,175000,Gampaha,Kadawatha,Cyber Security - Sri Lanka Institute of Information Technology(SLIIT),
girishj,Arts,Engineering,175000,Gampaha,Kiribathgoda,Materials Engineering - Sri Lanka Institute of Information Technology(SLIIT),
ksudhir007,Commerce,Computing,300000,Kandy,Kandy,Software Engineering - General Sir John Kotelawala Defence University,
mpianoplaer,Commerce,Business,250000,Matara,Weligama,Accounting & Finance - Sri Lanka Institute of Information Technology(SLIIT),
Pranavp3,Maths,Computing,250000,Kandy,Kandy,Software Engineering - Informatics Institute of Technology Sri Lanka(IIT),
msmsmsmsms,Arts,Computing,160000,Colombo,Kottawa,Computer Networks - NSBM Green University,
NikitaL,Arts,Designing,150000,Galle,Galle,Architects - General Sir John Kotelawala Defence University,
abhiramee08b021,Arts,Humanities & Science,175000,Colombo,Koswatta,Law - Sri Lanka Institute of Information Technology(SLIIT),
infinity0905,Arts,Designing,100000,Matara,Matara,Fashion Design - National Institute of Business Management,
siddharth.shah,Arts,Hospitality & Culinary,95000,Colombo,Kottawa,Commercial Cookery - Sri Lanka Institute of Information Technology(SLIIT),
manishgaurav,Commerce,Computing,300000,Kalutara,Panadura,Computer Science - Australian College of Business and Technology(ACBT),
priyu,Arts,Humanities & Science,250000,Kurunagala,Polgasowita,Law - Sri Lanka Institute of Information Technology(SLIIT),
shettynishit,Commerce,Computing,250000,Kurunagala,Kurunagala,Computer Science - Sri Lanka Institute of Information Technology(SLIIT),
aashayshah,Commerce,Business,100000,Kurunagala,Kuliyapitiya,Business Management - Sri Lanka Institute of Information Technology(SLIIT),
Cynster,Commerce,Computing,100000,Kandy,Pilimathalawa,Mulitimedia Techonogy - ESOFT Metro Campus,
binal,Maths,Architecture,100000,Galle,Galle,Architects - Sri Lanka Institute of Architects,
roostwooster,Maths,Engineering,100000,Hambantota,Hambantota,Mechanical Engineering - Sri Lanka Institute of Information Technology(SLIIT),
rashmi choudhary,Arts,Architecture,120000,Kandy,Katugastota,Architects - Sri Lanka Institute of Information Technology(SLIIT),
KNaidu,Maths,Engineering,175000,Gampaha,Negombo,Mechanical Engineering - Sri Lanka Institute of Information Technology(SLIIT),
granger16,Arts,Computing,150000,Puttalam,Wennappuwa,Mulitimedia Techonogy - ESOFT Metro Campus,
prashant.rohilla,Commerce,Business,150000,Matara,Matara,Logistics Management - General Sir John Kotelawala Defence University,
prasad.swamy454,Science,Computing,150000,Badulla,Narangala,Cyber Security - Sri Lanka Institute of Information Technology(SLIIT),
sagara,Maths,Architecture,180000,Colombo,Angoda,Architects - Sri Lanka Institute of Architects,
teju_04,Science,Humanities & Science,150000,Kandy,Peradeniya,Philosophy - National Institute of Fundamental Studies Sri Lanka,
atmum1,Science,Computing,150000,Gampaha,Negombo,Information Technology - Sri Lanka Institute of Information Technology(SLIIT),
SUV_12,Science,Computing,100000,Colombo,Kolonnawa,Data Science - Sri Lanka Institute of Information Technology(SLIIT),
Ash_Sadekar,Commerce,Computing,90000,Colombo,Kottawa,Computer Networks - NSBM Green University,
adityamarawar,Maths,Business,125000,Colombo,Rathmalana,HR Management - BMS Business Management School,
sumant85,Science,Agriculture,125000,Matara,Dikwella,Agriculture Biology - Institute for Agro-Technology and Rural Sciences,
aviansun,Commerce,Humanities & Science,125000,Colombo,Rajagiriya,English - Sri Lanka Institute of Information Technology(SLIIT),
prags_b,Commerce,Business,100000,Colombo,Kollupitiya,HND - IDM University,
saash12,Commerce,Humanities & Science,150000,Trincomalee,Trincomalee,Law - Sri Lanka Institute of Information Technology(SLIIT),
Cherie,Maths,Business,90000,Colombo,Rathmalana,HR Management - BMS Business Management School,
dbigs,Arts,Business,175000,Colombo,Kottawa,Marketing management - NSBM Green University,
RikkiSiddharth,Commerce,Business,200000,Colombo,Moratuwa,HR Management - BMS Business Management School,
MaverickAC,Science,Computing,250000,Colombo,Koswatta,Software Engineering - Informatics Institute of Technology Sri Lanka(IIT),
kar2905,Maths,Computing,200000,Colombo,Homagama,Software Engineering - Informatics Institute of Technology Sri Lanka(IIT),
kanurisrikanth,Arts,Computing,150000,Kalutara,Kalutara,Software Engineering - Sri Lanka Institute of Information Technology(SLIIT),
The_Oracle,Arts,Computing,150000,Kalutara,Aluthgama,Information Technology - General Sir John Kotelawala Defence University,
oasis217,Maths,Architecture,150000,Kalutara,Wadduwa,Architects - General Sir John Kotelawala Defence University,
nachiketpanse,Commerce,Computing,175000,Gampaha,Kiribathgoda,Cyber Security - Sri Lanka Institute of Information Technology(SLIIT),
neel4930,Science,Engineering,200000,Galle,Galle,Civil Engineering - General Sir John Kotelawala Defence University,
VivekSenReddy,Arts,Humanities & Science,150000,Hambantota,Hambantota,Law - Sri Lanka Institute of Information Technology(SLIIT),
lnreddy,Maths,Engineering,150000,Colombo,Kottawa,Civil Engineering - General Sir John Kotelawala Defence University,
vishakhagoel,Commerce,Computing,150000,Gampaha,Negombo,Cyber Security - Sri Lanka Institute of Information Technology(SLIIT),
ketulsheth2,Maths,Engineering,180000,Galle,Galle,Bio System - South Asian Institute of Technology and Medicine Malabe,
jaswinivj,Arts,Computing,180000,Colombo,Koswatta,Computer Science - Australian College of Business and Technology(ACBT),
aniket_c,Commerce,Computing,125000,Colombo,Thalawathugoda,Computer Science - Australian College of Business and Technology(ACBT),
fahd4everr,Science,Computing,150000,Colombo,Rathmalana,Information Technology - General Sir John Kotelawala Defence University,
VikrantBachhav,Maths,Engineering,100000,Kalutara,Panadura,Civil Engineering - General Sir John Kotelawala Defence University,
saipradeepkavuri,Arts,Business,170000,Kurunagala,Polgasowita,Accounting & Finance - Sri Lanka Institute of Information Technology(SLIIT),
ramanala,Arts,Computing,160000,Kurunagala,Kurunagala,Data Science - Sri Lanka Institute of Information Technology(SLIIT),
sanjoseyatri,Maths,Humanities & Science,200000,Kurunagala,Kuliyapitiya,Broadcasting & Journalism - National Institute of Business Management,
abhijithsethurao,Commerce,Computing,200000,Kandy,Pilimathalawa,Networking & Mobile Computing - Horizon Campus,
Gurpr33t,Science,Agriculture,150000,Ratnapura,Ratnapura,Agriculture Biology - Institute for Agro-Technology and Rural Sciences,
Sid_M,Arts,Hospitality & Culinary,100000,Matara,Matara,Commercial Cookery - Sri Lanka Institute of Information Technology(SLIIT),
rohitjamuar,Maths,Architecture,100000,Galle,Galle,Architects - General Sir John Kotelawala Defence University,
augusta08,Commerce,Business,100000,Colombo,Hokandara,Management in Marketing - Horizon Campus,
aashishdhole,Commerce,Humanities & Science,100000,Colombo,Pannipitiya,Law - Sri Lanka Institute of Information Technology(SLIIT),
lastlad,Arts,Music & Drama,90000,Colombo,Thalahena,Visual Arts - university of visual and performing arts,
chtfds,Science,Engineering,100000,Colombo,Maharagama,Electrical & Electronic Engineering - General Sir John Kotelawala Defence University,
navink,Arts,Agriculture,170000,Colombo,Angoda,Bio Statistics - Postgraduate Institute of Agriculture University of Peradeniya,
venkatrohitk,Science,Humanities & Science,160000,Kalutara,Katukurunda,Quantity Surveying - University of Vocational Technology Ratmalana,
ninad1989,Science,Computing,160000,Kalutara,Beruwala,Data Science - General Sir John Kotelawala Defence University,
kalyan869,Commerce,Agriculture,150000,Colombo,Kolonnawa,Bio Statistics - Postgraduate Institute of Agriculture University of Peradeniya,
pranavyv,Maths,Computing,175000,Galle,Ambalangoda,Software Engineering - Sri Lanka Institute of Information Technology(SLIIT),
venkatavijay,Science,Computing,175000,Colombo,Kotikawatta,Computer Networking - ESOFT Metro Campus,
keshava35,Commerce,Business,175000,Matara,Dikwella,Accounting & Finance - Sri Lanka Institute of Information Technology(SLIIT),
tonykjose88,Science,Engineering,300000,Colombo,Rajagiriya,Electrical & Electronic Engineering - General Sir John Kotelawala Defence University,
harshvak,Commerce,Business,250000,Colombo,Kottawa,Marketing management - NSBM Green University,
supercollider2,Maths,Computing,250000,Ratnapura,Pelmadulla,Computer Networks - NSBM Green University,
koolkat12,Science,Business,100000,Kalutara,Horana,Marketing management - NSBM Green University,
rashu.rahil,Maths,Computing,100000,Colombo,Padukka,Computer Science - Australian College of Business and Technology(ACBT),
pushkarp87,Science,Computing,100000,Badulla,Bandarawela,Cyber Security - Sri Lanka Institute of Information Technology(SLIIT),
vijayemmanuel90,Arts,Music & Drama,120000,Badulla,Badulla,Visual Arts - university of visual and performing arts,
rohitamar,Arts,Business,120000,Puttalam,Wennappuwa,Business Management - Sri Lanka Institute of Information Technology(SLIIT),
vimalraj2829,Arts,Business,140000,Matara,Matara,Marketing management - NSBM Green University,
king_julien,Commerce,Business,150000,Badulla,Narangala,Marketing management - NSBM Green University,
vibhu123,Commerce,Business,150000,Jaffna,Jaffna,HR Management - NSBM Green University,
animesh143,Commerce,Computing,150000,Anuradhapura,Anuradhapura,Software Engineering - Sri Lanka Institute of Information Technology(SLIIT),
tonitrus,Arts,Designing,180000,Mannar,Mannar,Fashion Design - National Institute of Business Management,
pa1edulix,Commerce,Business,180000,Colombo,Kollupitiya,HND - IDM University,
jerrymaguire_in,Commerce,Humanities & Science,180000,Trincomalee,Trincomalee,Law - Sri Lanka Institute of Information Technology(SLIIT),
pb1988,Arts,Computing,100000,Colombo,Koswatta,Software Engineering - Sri Lanka Institute of Information Technology(SLIIT),
sadanand_adhikari,Maths,Architecture,90000,Kandy,Kandy,Architects - Sri Lanka Institute of Architects,
pai.anuradha,Commerce,Designing,175000,Colombo,Rathmalana,Fashion Design - National Institute of Business Management,
sagarkrkv,Science,Business,150000,Colombo,Kottawa,HR Management - NSBM Green University,
Tej9889,Maths,Engineering,100000,Colombo,Kaduwela,Mechanical Engineering - Sri Lanka Institute of Information Technology(SLIIT),
divinesebastian,Commerce,Business,260000,Galle,Galle,HR Management - NSBM Green University,
saivaidyanath,Science,Humanities & Science,150000,Colombo,Rathmalana,English - Sri Lanka Institute of Information Technology(SLIIT),
bidhu,Commerce,Business,100000,Colombo,Wellawatta,HND - IDM University,
vikshrey,Maths,Computing,100000,Colombo,Moratuwa,Software Engineering - Informatics Institute of Technology Sri Lanka(IIT),
chaitanya91k,Commerce,Designing,125000,Colombo,Moratuwa,Fashion Design - National Institute of Business Management,
amber4,Arts,Hospitality & Culinary,200000,Colombo,Kottawa,Commercial Cookery - Sri Lanka Institute of Information Technology(SLIIT),
abhraneelsinha,Arts,Hospitality & Culinary,175000,Gampaha,Negombo,Event Management - Sri Lanka Institute of Information Technology(SLIIT),
aniruddha,Science,Humanities & Science,175000,Matara,Matara,Physical Science - Sri Lanka Institute of Information Technology(SLIIT),
maryreji,Science,Computing,90000,Colombo,Kottawa,Computer Science - Informatics Institute of Technology Sri Lanka(IIT),
mecashok,Science,Business,120000,Colombo,Battaramulla,Accounting & Finance - Sri Lanka Institute of Information Technology(SLIIT),
nirav mehta,Science,Computing,120000,Galle,Hikkaduwa,Computer Science - General Sir John Kotelawala Defence University,
kun_mis,Science,Business,120000,Colombo,Koswatta,Accounting & Finance - Sri Lanka Institute of Information Technology(SLIIT),
caggarwal83,Maths,Architecture,190000,Gampaha,Kiribathgoda,Architects - Sri Lanka Institute of Architects,
krish91,Arts,Designing,175000,Matara,Matara,Fashion Design - National Institute of Business Management,
vasant1988,Maths,Computing,175000,Matara,Matara,Software Engineering - Informatics Institute of Technology Sri Lanka(IIT),
lekhaparna,Science,Computing,125000,Gampaha,Negombo,Cyber Security - Sri Lanka Institute of Information Technology(SLIIT),
engmgt,Arts,Humanities & Science,125000,Matara,Matara,Law - Sri Lanka Institute of Information Technology(SLIIT),
sarankvellanki,Science,Computing,125000,Matara,Matara,Software Engineering - Sri Lanka Institute of Information Technology(SLIIT),matara
dsisodia,Maths,Engineering,100000,Gampaha,Kiribathgoda,Mechanical Engineering - Sri Lanka Institute of Information Technology(SLIIT),
noelanson17,Science,Computing,150000,Colombo,Moratuwa,Computer Science - General Sir John Kotelawala Defence University,
dschandana,Maths,Engineering,90000,Kalutara,Panadura,Civil Engineering - General Sir John Kotelawala Defence University,
moumi2812,Commerce,Computing,175000,Colombo,Malabe,Software Engineering - Sri Lanka Institute of Information Technology(SLIIT),
pritham,Maths,Computing,200000,Gampaha,Nittambuwa,Cyber Security - Sri Lanka Institute of Information Technology(SLIIT),
vigi91,Commerce,Computing,250000,Gampaha,Kadawatha,Data Science - Sri Lanka Institute of Information Technology(SLIIT),
sainadhscofield,Science,Agriculture,200000,Gampaha,Kiribathgoda,Bio Statistics - Postgraduate Institute of Agriculture University of Peradeniya,
neonstein,Science,Humanities & Science,150000,Kandy,Kandy,English - Horizon Campus,kandy
ab777,Science,Computing,150000,Gampaha,Negombo,Software Engineering - Sri Lanka Institute of Information Technology(SLIIT),
iN10SE,Science,Computing,150000,Matara,Dikwella,Cyber Security - Sri Lanka Institute of Information Technology(SLIIT),
blueskull,Maths,Computing,175000,Kurunagala,Polgasowita,Software Engineering - Sri Lanka Institute of Information Technology(SLIIT),
kavya91shree,Arts,Music & Drama,200000,Colombo,Malabe,Music - university of visual and performing arts,
vartakhimanshu,Maths,Computing,150000,Kalutara,Panadura,Software Engineering - Informatics Institute of Technology Sri Lanka(IIT),
rohit_reddevil,Science,Agriculture,150000,Colombo,Koswatta,Bio Statistics - Postgraduate Institute of Agriculture University of Peradeniya,
darzen.23,Maths,Computing,150000,Colombo,Kottawa,Software Engineering - Informatics Institute of Technology Sri Lanka(IIT),
shafin,Maths,Business,180000,Colombo,Koswatta,Accounting & Finance - Sri Lanka Institute of Information Technology(SLIIT),
saurabh85,Technology,Computing,180000,Colombo,Homagama,Computer Networks - NSBM Green University,
